family,N,q,p,times_mean,times_stderr,evals_mean,evals_stderr,aratio_mean,aratio_stderr
circular,20,,1,0.6671270509250462,nan,20.0,nan,0.6534659776008455,nan
circular,5,,2,0.7256336479913443,nan,88.0,nan,0.810572795776286,nan
circular,6,,2,0.5528395490255207,nan,50.0,nan,0.8147711857542377,nan
circular,7,,2,0.7367145048920065,nan,70.0,nan,0.8192075398125326,nan
circular,8,,2,0.65000339015387,nan,50.0,nan,0.8147711857542379,nan
circular,9,,2,0.9507614199537784,nan,70.0,nan,0.7899501276763703,nan
circular,10,,2,0.7555164368823171,nan,50.0,nan,0.8147711857542369,nan
circular,11,,2,1.1544654481112957,nan,70.0,nan,0.7723956803946732,nan
circular,12,,2,0.8558086799457669,nan,50.0,nan,0.8147711857542367,nan
circular,13,,2,1.3417753870598972,nan,70.0,nan,0.7606927155402085,nan
circular,14,,2,0.963702708017081,nan,50.0,nan,0.8147711857542378,nan
circular,15,,2,1.5203330889344215,nan,70.0,nan,0.7523334549298765,nan
circular,16,,2,1.1434407620690763,nan,50.0,nan,0.8147711857542359,nan
circular,17,,2,1.9464210879523307,nan,70.0,nan,0.7460640094721276,nan
circular,18,,2,1.4887194479815662,nan,50.0,nan,0.8147711857542382,nan
circular,19,,2,2.4026210960000753,nan,70.0,nan,0.7411877741161006,nan
circular,20,,2,1.9491624389775097,nan,50.0,nan,0.8147711857542363,nan
circular,5,,3,1.687424903968349,nan,178.0,nan,0.9658732966804067,nan
circular,6,,3,1.4572002289351076,nan,124.0,nan,0.9866731723417251,nan
circular,7,,3,1.4535121470689774,nan,116.0,nan,0.9039736559925888,nan
circular,8,,3,1.748261173022911,nan,118.0,nan,0.9866571250176212,nan
circular,9,,3,1.8392152299638838,nan,118.0,nan,0.8778729144043064,nan
circular,10,,3,2.1387794688344,nan,118.0,nan,0.9866571250176204,nan
circular,11,,3,2.202438408974558,nan,118.0,nan,0.8583646274175439,nan
circular,12,,3,2.556196671910584,nan,118.0,nan,0.9866571250176187,nan
circular,13,,3,2.6070699240081012,nan,118.0,nan,0.8453591027597014,nan
circular,14,,3,2.9445340170059353,nan,118.0,nan,0.9866571250176185,nan
circular,15,,3,3.045844300882891,nan,118.0,nan,0.8360694422898146,nan
circular,16,,3,3.528058835072443,nan,118.0,nan,0.986657125017617,nan
circular,17,,3,3.7742724400013685,nan,118.0,nan,0.8291021969373996,nan
circular,18,,3,4.655152066145092,nan,118.0,nan,0.9866571250176186,nan
circular,19,,3,4.912374377949163,nan,118.0,nan,0.8236832283299655,nan
circular,20,,3,5.978907251032069,nan,118.0,nan,0.9866571250176186,nan
circular,5,,5,7.39308054279536,nan,530.0,nan,0.9977862411007167,nan
circular,6,,5,6.2168139410205185,nan,372.0,nan,0.9999999875790646,nan
circular,7,,5,4.738984529161826,nan,270.0,nan,0.990456670846863,nan
circular,8,,5,9.936198817100376,nan,446.0,nan,0.9999999952487132,nan
circular,9,,5,5.265501410001889,nan,244.0,nan,0.9547018242524642,nan
circular,10,,5,10.682646017055959,nan,388.0,nan,0.9999999916311811,nan
circular,11,,5,6.433263656916097,nan,246.0,nan,0.9481461023781195,nan
circular,12,,5,13.518197505967692,nan,408.0,nan,0.9999999853915029,nan
